annual_inc,loan_status,desc,open_acc,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,last_pymnt_d,last_credit_pull_d,bins
67200.0,0,6793,13,28,4531.24,2996.57,1213.28,27,29,2
72000.0,1,13195,8,11,12883.33,12883.33,10000.0,50,76,1
115000.0,1,13195,7,25,11765.30588,11765.31,9600.0,31,74,1
63344.0,1,1045,9,12,9441.796661,9294.27,8000.0,35,76,0
40740.0,1,4388,9,18,7272.0572090000005,7272.06,6400.0,54,76,0
42500.0,1,9553,5,20,5248.8963619999995,5248.9,4375.0,45,75,0
109000.0,1,1182,12,29,17489.2996,17285.26,15000.0,39,76,1
27600.0,1,13195,4,8,2470.2230010000003,2470.22,2000.0,50,68,0
49000.0,1,13195,11,29,2454.95492,2454.95,2400.0,23,66,0
48000.0,1,10256,9,29,12942.45603,12942.46,12000.0,39,66,1
78504.0,1,13883,4,9,7637.437711,7637.44,6000.0,31,27,0
40000.0,1,11726,9,23,14010.27472,14010.27,12000.0,46,76,1
50000.0,1,13634,11,34,8526.957096,1673.64,6950.0,23,30,0
50000.0,1,15143,11,27,10566.20658,6964.05,8800.0,19,70,0
60500.0,1,15563,8,23,6646.590324,5825.75,6000.0,12,27,0
87500.0,1,13195,17,35,23369.64362,23339.21,19200.0,37,37,2
75000.0,1,12678,5,9,16164.8101,15796.02,14000.0,31,31,1
285000.0,1,13195,15,37,12122.3509,12122.35,10000.0,53,76,1
118000.0,0,13195,8,20,1388.7,1388.7,330.78,22,27,1
76956.0,1,13195,13,39,20742.12109,19854.42,15625.0,41,69,2
23920.0,1,7441,5,6,4941.578975,4941.58,4000.0,41,76,0
84000.0,1,13195,8,21,12491.56596,12335.42,10000.0,52,52,1
25000.0,1,3852,10,61,19385.94952,17807.38,17500.0,12,58,1
60000.0,0,8352,12,37,1562.58,1558.51,601.97,31,29,1
66000.0,1,13195,4,22,8684.094789,8684.09,6000.0,49,76,0
78000.0,1,13195,12,36,9589.201687,9589.2,8000.0,32,61,0
71000.0,1,1333,12,37,9273.136749,9273.14,8500.0,45,74,0
41676.0,1,13195,3,14,7206.309117,7206.31,5700.0,40,39,0
41000.0,1,4719,7,13,15557.232280000002,15529.45,14000.0,56,62,1
135000.0,1,13195,16,34,35782.7304,35782.73,35000.0,27,27,3
97000.0,1,8825,17,38,16547.35245,16370.06,14000.0,55,76,1
56000.0,1,7708,8,11,6807.250595,6807.25,6200.0,44,42,0
102996.0,1,6509,10,46,10746.01999,10387.82,7500.0,65,76,0
105000.0,1,3384,7,21,24173.98717,23759.85,21000.0,29,72,2
101000.0,1,2863,8,15,12408.1162,11881.88,11200.0,17,17,1
156000.0,1,12100,10,31,12157.35616,12126.96,10000.0,33,33,1
135000.0,1,14265,17,54,12146.21045,9919.33,10000.0,31,76,1
79000.0,1,13184,6,14,5529.838881000001,5529.84,5000.0,19,55,0
132492.0,1,13195,13,35,20783.57002,20257.87,15700.0,67,67,2
55000.0,1,5490,7,33,15991.13145,15991.13,13000.0,41,74,1
32000.0,0,13195,11,23,1958.97,1958.97,1186.67,30,34,1
65000.0,1,13195,15,33,18396.53387,18396.53,18000.0,30,61,2
103500.0,1,10225,6,21,15075.99661,14973.44,14700.0,15,20,2
75000.0,1,12336,9,26,17477.330980000002,17331.68,15000.0,23,76,1
92000.0,1,13402,4,7,25188.82338,1511.33,20000.0,10,11,2
50000.0,1,13195,4,4,5022.404046,5022.4,4000.0,46,46,0
150000.0,1,14113,13,31,17330.86822,9092.82,15000.0,28,76,1
87996.0,1,12913,15,28,12629.02339,12181.91,10000.0,28,35,1
28000.0,1,13195,20,21,3402.597144,3402.6,3000.0,21,21,0
45000.0,1,7849,11,13,7120.070838,6357.25,7000.0,2,76,0
136000.0,1,11479,10,18,5491.0940789999995,5491.09,5000.0,38,38,0
60000.0,0,13195,25,40,16243.32,16243.32,9959.95,65,76,1
58000.0,1,7880,8,12,8924.296924,8924.3,7500.0,46,53,0
590000.0,1,13195,6,16,12028.31001,12028.31,8400.0,65,65,0
89004.0,1,13065,4,6,7294.264412,6748.79,6000.0,28,76,0
115000.0,0,9307,3,25,4030.71,4030.71,1188.5,24,25,2
95000.0,0,13195,11,37,10478.6,10443.79,8676.34,46,76,1
52800.0,1,10993,12,21,30541.770389999998,30511.8,25475.0,47,76,2
80000.0,1,13195,14,34,14100.90489,14100.9,12025.0,57,71,1
64800.0,1,13195,4,8,4940.440142,4940.44,4000.0,53,61,0
45000.0,1,3646,9,27,6138.877125,6138.88,4750.0,76,76,0
76000.0,1,813,11,27,13526.45465,13495.71,11000.0,45,45,1
65000.0,1,13195,11,63,11583.52938,11480.11,11200.0,19,76,1
50000.0,1,4652,6,13,6226.093646,6226.09,5000.0,42,42,0
73000.0,1,3620,14,45,20847.21611,20847.22,19000.0,24,48,2
36000.0,0,4280,15,27,1416.24,1400.13,696.06,19,76,0
60228.0,1,10814,10,23,9658.578609,9568.03,8000.0,41,69,0
61651.0,1,9083,10,27,18220.02446,18098.56,15000.0,39,73,1
48000.0,1,13195,5,5,5745.073116,5745.07,5000.0,38,65,0
30996.0,1,5274,14,18,9495.854327,9453.21,8000.0,41,41,0
30000.0,1,10880,10,12,1110.1439779999998,1110.14,1000.0,38,69,0
9600.0,1,13195,5,5,2651.7202620000003,2651.72,2100.0,48,63,0
64500.0,1,15780,7,31,5421.509304,4441.27,4500.0,27,27,0
28000.0,1,1,9,21,2247.949437,2247.95,2000.0,39,39,0
30873.6,1,7540,8,16,4824.005236,4824.01,4200.0,41,76,0
70000.0,1,13195,16,40,8065.053304999999,8065.05,7000.0,52,76,0
18000.0,1,13195,4,6,2488.462258,2488.46,2000.0,54,70,0
86000.0,1,10780,9,29,24296.95464,24221.02,24000.0,27,27,2
52000.0,1,14238,9,25,19372.686830000002,18024.97,16000.0,35,76,1
64000.0,1,13195,13,29,12345.105140000001,12345.11,10650.0,29,25,1
54000.0,1,13195,4,7,9517.071339,9517.07,8500.0,49,49,0
58000.0,1,372,8,44,22597.82153,22569.22,19750.0,25,75,2
26000.0,0,13042,3,5,7093.34,5992.54,4931.27,2,76,1
21996.0,1,13227,3,6,4929.933193,4899.12,4000.0,36,36,0
45000.0,1,13195,8,17,16567.91717,16540.3,15000.0,25,72,1
26400.0,1,9514,7,10,8573.362551,8573.36,7500.0,57,69,0
85000.0,1,10904,13,17,14350.558480000002,14350.56,12000.0,54,76,1
68000.0,1,13195,13,23,5557.025543,5557.03,5000.0,54,54,0
57692.16,1,13195,5,5,6085.279825,6085.28,5000.0,47,76,0
29000.0,0,13195,8,14,7459.38,7459.38,5321.49,60,71,0
17280.0,1,13195,3,5,2423.448993,2423.45,2000.0,48,75,0
21600.0,1,13195,6,12,6574.052162,6574.05,6000.0,57,57,0
75000.0,1,13726,10,25,5343.443449,5287.78,4800.0,11,76,0
33888.0,1,7264,9,17,7801.267458,7494.79,7000.0,51,64,0
83000.0,1,1025,13,32,24797.14981,24797.15,20000.0,55,59,2
74500.0,1,13195,10,29,3679.413289,3679.41,2800.0,49,59,0
30500.0,1,3222,4,6,12343.511859999999,12343.51,10000.0,44,76,1
50000.0,1,13195,15,35,21399.12684,21105.59,18225.0,56,76,2
155000.0,1,13195,16,35,9882.802934000001,9265.13,8000.0,41,72,0
37000.0,1,1423,10,31,16234.830230000001,16205.84,14000.0,43,47,1
165000.0,1,13195,16,36,24314.64668,24280.88,18000.0,47,72,2
70000.0,1,13195,20,52,18626.525840000002,18626.53,17000.0,57,57,1
64800.0,0,3864,14,31,4609.03,3989.42,2540.37,2,20,2
105000.0,1,13195,20,39,14218.63429,14218.63,12000.0,44,44,1
60000.0,1,1457,19,27,31381.530039999998,31259.47,21850.0,75,76,2
60000.0,1,4120,17,31,9738.072624,9738.07,8300.0,32,56,1
85757.0,1,12506,24,39,9181.011818,9004.45,7800.0,31,31,0
12000.0,1,13195,8,16,5575.814767,5575.81,4750.0,47,52,0
54000.0,1,13195,7,26,17237.59236,17237.59,15750.0,38,76,1
105000.0,1,15367,14,36,10860.20113,9709.96,9499.99,14,76,1
48000.0,1,4109,16,35,14748.76273,14748.76,13000.0,36,76,1
52800.0,1,13195,16,33,2278.1512199999997,2278.15,2100.0,24,76,0
32000.0,1,13195,8,30,2145.484297,2145.48,2000.0,36,43,0
93100.0,1,362,6,44,9805.222585,9805.22,8000.0,52,52,0
42000.0,1,9023,6,12,21107.89962,20806.36,15999.99,70,70,1
150000.0,1,15370,16,43,31951.58263,31800.88,24999.99,34,76,2
94140.0,1,2449,10,32,14956.346269999998,14956.35,12000.0,48,76,1
28800.0,1,12435,4,5,11311.49113,11188.36,9250.0,33,33,1
85000.0,1,8346,6,21,2198.495453,2198.5,2000.0,59,76,0
75000.0,1,371,5,21,1250.154949,1250.15,1200.0,21,76,0
30996.0,1,15219,21,24,3232.596985,1643.99,2600.0,31,31,0
30000.0,0,13195,5,8,1185.66,1185.66,908.98,36,76,0
24000.0,0,13195,2,5,1491.74,1491.74,1203.5,44,76,0
18000.0,0,13195,2,9,1351.68,1351.68,718.33,27,60,0
52000.0,1,13683,8,12,7867.217672,7867.22,7000.0,25,74,0
82000.0,1,14607,4,24,5906.451086,492.54,4874.99,20,12,0
34000.0,1,13449,13,23,14523.186430000002,13909.72,12000.0,25,76,1
57600.0,1,13195,6,16,15642.74425,15614.81,14000.0,25,61,1
16800.0,1,11510,3,8,3538.28,3538.28,3050.0,50,72,0
14400.0,1,13195,4,4,2225.500684,2225.5,1825.0,46,46,0
36000.0,1,6854,2,5,15020.8358,14843.56,12000.0,37,42,1
50004.0,1,6529,10,23,9012.725903,9012.73,7200.0,37,37,0
24000.0,0,685,8,12,9712.4,9712.4,5323.23,54,59,1
12000.0,1,4772,6,13,2398.909196,2220.51,2200.0,17,17,0
20000.0,1,13195,3,5,5730.675222,5730.68,5000.0,58,50,0
15000.0,0,3868,5,6,1487.96,1433.23,826.57,9,20,0
24000.0,1,9807,6,9,8589.376819,8589.38,7000.0,51,48,0
55000.0,1,345,2,4,6247.46516,6184.99,5000.0,35,76,0
18000.0,1,630,6,13,8267.651615,8238.12,7000.0,40,39,0
30000.0,0,13195,10,16,7254.1,7063.18,4150.75,40,44,1
26400.0,1,13195,4,5,7624.803109,7624.8,6000.0,58,58,0
80000.0,1,13195,7,12,2749.080076,2749.08,2500.0,25,55,0
43000.0,1,2592,17,26,14129.868190000001,14129.87,9600.0,72,76,1
38400.0,0,13195,13,27,3599.32,3593.23,1581.51,32,72,2
55000.0,1,8377,12,27,15085.917440000001,14258.45,13000.0,32,32,1
42000.0,1,13195,14,28,12527.15,12527.15,10000.0,64,60,1
13200.0,0,13195,5,7,528.43,528.43,304.19,32,35,0
65000.0,1,13195,8,11,18984.95347,18971.03,15000.0,33,33,1
68000.0,1,7836,5,11,5807.205108,5516.84,5000.0,59,53,0
48000.0,1,8249,13,38,17046.313769999997,17046.31,14400.0,37,72,1
62000.0,1,13195,9,20,11254.78061,11254.78,10000.0,40,72,1
45000.0,1,370,7,13,3372.5233439999997,3372.52,3000.0,31,60,0
54996.0,1,15032,10,22,7934.0249,5884.48,6999.99,12,12,1
105000.0,1,2590,12,18,16451.96998,16451.97,11575.0,69,69,1
315000.0,1,12674,19,34,13407.284,2709.39,12000.0,3,59,1
79600.0,1,13195,11,38,5536.63,5435.97,5500.0,8,20,0
42000.0,1,3114,11,18,3919.8500759999997,3919.85,3500.0,44,76,0
39000.0,1,15934,9,14,6372.692690999999,6363.21,5600.0,34,76,0
135000.0,1,8860,11,20,37392.01571,37360.86,30000.0,39,57,3
41500.0,0,13195,11,17,4381.47,4381.47,1485.09,29,26,2
95000.0,0,15410,11,20,9228.56,509.1,6149.22,79,99,2
65000.0,1,1401,10,14,22517.95665,19315.04,20000.0,32,76,2
46500.0,1,1825,3,14,17284.36443,17284.36,13400.0,55,76,1
35000.0,1,5153,14,20,11978.29,11978.29,8000.0,65,66,0
110000.0,1,12138,6,31,16911.23662,16369.21,15600.0,26,65,1
123000.0,1,4790,16,47,16637.82274,16637.82,13225.03,38,76,1
123000.0,1,4346,16,48,30963.56968,30785.82,21775.0,38,76,3
8000.0,1,13724,11,22,4575.395818,4575.4,4000.0,35,44,0
95000.0,1,7795,5,19,4478.619320000001,4450.63,4000.0,59,59,0
34000.0,1,16014,4,10,7454.788612,4580.33,6400.0,14,75,0
61400.0,0,13195,14,42,9476.51,9465.24,3025.9,36,42,2
47500.0,1,13195,9,21,16043.72811,16043.73,13750.0,46,70,1
56000.0,1,1270,9,20,3991.443101,3934.42,3500.0,40,39,0
130000.0,1,13195,6,12,14679.422069999999,14397.12,13000.0,28,76,1
120000.0,0,13195,9,26,17418.82,17107.03,9313.04,66,76,1
55000.0,1,9283,10,22,6481.92,6481.92,6400.0,31,74,0
39600.0,1,13195,5,21,3538.183811,3462.36,3500.0,27,27,0
60000.0,1,1690,8,36,10063.13,8956.24,10000.0,0,0,1
70000.0,0,13195,9,26,3718.42,2807.08,1360.65,27,29,1
96000.0,1,10312,13,31,13058.43057,13058.43,10925.0,55,76,1
40000.0,1,15467,7,15,3402.5278729999995,3402.53,3000.0,34,33,0
55400.0,1,12699,15,24,1815.5227579999998,1815.52,1500.0,29,72,0
42000.0,1,12431,13,27,16294.121930000001,16272.37,13000.0,33,41,1
138000.0,1,4685,18,60,36517.1876,33015.74,30000.0,33,33,3
54500.0,1,1641,21,32,23359.01,23359.01,16000.0,73,72,1
38000.0,1,199,6,11,1676.322477,1676.32,1500.0,34,34,0
22944.0,1,13195,3,5,5902.312189,5902.31,5000.0,56,63,0
52680.0,1,13195,10,25,14431.53357,14431.53,13000.0,51,76,1
39996.0,1,13195,7,20,2367.794165,2367.79,2000.0,42,42,0
84000.0,1,13775,15,27,3466.141038,3417.26,3000.0,29,29,0
50000.0,1,11420,22,58,6752.667420999999,6752.67,6000.0,40,76,0
53000.0,1,13492,7,29,14192.770059999999,7169.24,12000.0,12,39,1
43000.0,0,5382,12,29,8121.06,8121.06,6268.8,41,38,1
60000.0,1,577,6,8,12929.84808,12391.14,12000.0,28,37,1
35000.0,1,13195,6,9,9531.028951999999,9531.03,7500.0,57,57,0
35000.0,0,13195,9,10,7293.6,7293.6,5109.87,37,52,1
80000.0,1,9839,16,38,14369.299619999998,14334.8,13000.0,57,57,1
37850.0,1,2217,5,5,7421.82395,7421.82,6400.0,36,71,0
147996.0,1,12856,7,24,8460.730394,8432.53,7500.0,29,29,0
125000.0,1,9441,9,36,13263.95464,13263.95,12000.0,57,76,1
120000.0,1,3776,10,21,6958.293785,6958.29,6000.0,44,76,0
58000.0,1,13195,9,13,31362.19342,31330.83,25000.0,42,42,2
50000.0,1,9318,14,31,10551.55142,10414.16,9600.0,20,76,1
128000.0,1,3606,15,38,12062.408870000001,12062.41,10000.0,39,75,1
70000.0,1,10430,17,26,6006.527948,6006.53,5600.0,40,69,0
31200.0,1,14726,4,9,8275.377341,8052.39,6700.0,25,61,0
65004.0,1,5797,7,23,18429.26306,10563.46,16225.0,20,69,2
48333.0,1,13195,14,18,11471.93,11423.64,8000.0,71,71,0
81840.0,1,9908,22,63,34661.953369999996,34661.95,30000.0,34,76,3
56136.0,1,12627,6,17,23941.09421,12408.88,19000.0,27,75,2
59000.0,1,1254,10,16,17503.073630000003,17503.07,12000.0,54,76,1
43385.0,1,13195,2,4,27504.227469999998,27354.75,22999.99,35,76,2
75360.0,1,6832,14,34,7837.573248000001,7837.57,7000.0,49,49,0
38500.0,1,13195,6,14,4344.498856,4344.5,3500.0,56,69,0
81000.0,1,13195,10,23,4442.914304999999,4391.25,4300.0,18,65,2
75600.0,1,1552,8,48,15622.79006,14339.48,14000.0,35,35,1
70000.0,1,13195,5,13,10523.41813,10523.42,10000.0,5,36,1
54263.0,1,13804,8,23,4164.404336,3484.59,3500.0,19,19,0
68000.0,1,13195,9,20,11239.097170000001,11154.8,10000.0,26,33,1
75000.0,1,3806,6,20,13140.315929999999,13140.32,12000.0,56,56,1
110000.0,1,13195,10,29,6863.033275,6720.05,6000.0,40,39,0
99996.0,1,13195,10,37,24175.59726,22230.96,19999.99,24,76,2
62000.0,1,4647,8,16,3308.977682,3308.98,3000.0,55,55,0
30000.0,1,6451,5,14,2533.7842149999997,2533.78,2300.0,35,54,0
18000.0,1,13195,4,12,3135.2888789999997,3135.29,2700.0,35,54,0
92500.0,1,2300,7,21,2935.411264,2935.41,2500.0,48,72,0
225000.0,1,7233,10,32,44061.74635,44061.75,35000.0,59,76,3
75000.0,1,13195,5,18,39387.91008,38925.43,25550.0,74,76,3
82500.0,1,4907,17,31,18318.49977,18225.2,16650.0,32,72,2
40499.0,1,12483,14,35,13537.94005,13346.6,11500.0,27,35,1
110000.0,1,2925,21,61,4441.006168999999,4413.25,4000.0,48,72,0
50000.0,1,7426,9,15,22014.009990000002,22014.01,17000.0,63,73,1
69000.0,1,7438,8,27,6686.488711,6686.49,6000.0,51,72,0
200000.0,1,13195,20,48,44665.57682,36451.94,35000.0,43,76,3
58000.0,1,6759,19,54,18663.2985,18631.83,14825.0,49,76,1
61260.0,1,13195,18,38,4979.1144079999995,4979.11,4000.0,54,75,0
146000.0,1,13195,8,19,4902.387785,4902.39,4000.0,52,52,0
93400.0,1,13195,6,16,24729.36506,24605.72,20000.0,43,43,2
119496.0,1,3988,11,20,12374.4099,12168.17,12000.0,2,9,1
162000.0,1,14180,14,37,23937.39598,23731.17,20000.0,19,76,2
55008.0,1,12834,10,16,12765.0457,4744.8,10500.0,27,61,1
82000.0,1,1664,6,22,30393.62,30307.57,20000.0,75,76,2
56000.0,1,13195,6,29,10584.77638,10584.78,10000.0,30,30,1
80000.0,1,13195,19,57,41883.73031,41584.56,35000.0,47,76,3
164000.0,1,13195,11,26,8285.420359,8285.42,8000.0,32,32,0
24000.0,0,8198,17,39,3116.97,3116.97,2619.67,38,56,0
175000.0,1,3101,8,34,48910.839889999996,48771.09,35000.0,58,76,3
73174.4,0,13195,12,17,24396.79,24370.98,908.03,32,76,2
91644.0,1,12963,10,27,5895.496821,556.92,5000.0,18,18,0
53000.0,1,6811,12,39,6761.025090000001,6761.03,6000.0,36,76,0
36504.0,1,552,22,36,5915.13976,5311.55,4900.0,38,38,0
45000.0,1,13195,7,12,1510.72552,1510.73,1275.0,39,39,0
33000.0,1,15162,20,30,7830.662309,3300.07,7000.0,15,15,0
37440.0,1,14165,6,18,11267.12095,11238.95,10000.0,19,37,1
26400.0,1,6262,5,10,7476.31135,7476.31,6500.0,35,35,0
69790.0,1,1977,4,13,18674.43501,16547.74,18000.0,1,5,2
44000.0,1,13195,9,20,3017.0480399999997,3017.05,2500.0,73,73,0
28000.0,1,13916,6,12,8532.973788,8532.97,7000.01,34,34,0
51000.0,1,13195,7,38,12643.98999,12643.99,9300.0,69,76,1
54000.0,1,10246,10,23,9916.417112000001,9916.42,9000.0,56,76,0
18000.0,1,13195,3,4,10196.866090000001,10196.87,6400.0,75,75,0
53040.0,1,13195,7,14,17902.255390000002,17185.5,14399.99,55,55,1
55000.0,1,7600,7,23,30017.8443,29991.14,28100.0,26,26,3
39996.0,1,13195,4,6,5457.996353,5458.0,4750.0,52,52,0
77065.0,1,13195,9,21,26022.52188,25404.94,23700.0,52,76,2
39996.0,1,11079,4,6,15225.831569999998,14622.54,13250.0,38,52,2
46992.0,1,14225,8,12,12990.86196,12841.6,11000.0,34,35,1
54500.0,0,3177,26,39,1610.26,1610.26,584.56,24,25,0
55000.0,1,8927,8,10,15991.06725,15991.07,13000.0,46,76,1
285000.0,1,13632,12,24,29494.31828,16575.82,25000.0,2,2,2
48000.0,1,5970,15,23,5514.430944,5514.43,5000.0,23,23,0
84996.0,1,12734,21,50,20978.540259999998,20978.54,20000.0,11,11,2
55900.0,1,270,7,24,21535.926190000002,21143.16,18200.0,13,62,2
56000.0,1,4016,7,12,6464.676224,6464.68,6000.0,43,63,0
50400.0,1,4990,4,11,2946.025975,2946.03,2500.0,53,53,0
32000.0,1,2575,6,8,17382.38092,17092.67,15000.0,42,76,1
171000.0,0,13195,7,30,2795.91,2775.81,1489.82,23,14,0
230000.0,0,13830,7,27,5652.75,5652.75,3893.39,23,14,0
47000.0,0,15909,8,23,18246.58,9291.22,10034.76,47,76,2
31131.0,1,15262,9,11,3651.0660340000004,2179.1,3000.0,23,59,0
60000.0,1,9280,9,50,18013.361109999998,17957.07,16000.0,49,49,1
70000.0,1,11801,7,22,22374.55276,22374.55,16750.0,37,37,1
30000.0,0,13195,6,13,2323.53,2323.53,937.19,27,30,0
408000.0,1,13195,11,26,7237.506613,7237.51,6000.0,52,52,0
47000.0,1,13195,11,11,4767.830002000001,4767.83,3300.0,70,62,0
69996.0,1,15221,4,10,3011.934305,2980.2,2500.0,34,52,0
80000.0,1,2436,15,30,6756.845512000001,6756.85,6000.0,36,69,0
55000.0,1,13195,6,21,1690.557143,1690.56,1450.0,52,59,0
90000.0,1,602,12,18,7818.472615000001,7746.18,7200.0,51,66,0
250000.0,1,13195,6,27,38573.156780000005,35780.66,35000.0,36,76,3
170000.0,1,500,6,24,23437.472130000002,23408.18,20000.0,43,50,2
96000.0,1,8609,11,24,13369.290990000001,13369.29,12000.0,22,47,1
61200.0,1,15856,11,21,7418.119303,7086.7,6000.0,14,28,0
100000.0,1,11900,7,10,16367.24901,16367.25,13250.0,54,53,2
175000.0,1,9745,5,36,22554.09339,22554.09,20000.0,35,73,2
105000.0,1,5082,16,46,6281.421274,6281.42,5500.0,25,72,0
115000.0,1,13195,10,31,27130.199839999997,27037.71,22000.0,47,47,2
140000.0,1,4337,2,14,7185.233468,7185.23,6000.0,41,76,0
150000.0,1,13195,4,34,13225.86468,12950.33,12000.0,36,73,1
145000.0,1,1618,8,20,36014.15992,36014.16,22500.0,70,76,2
124000.0,1,13195,15,25,17958.65456,17900.72,15500.0,40,39,1
125000.0,1,13195,2,16,12354.39204,12323.51,10000.0,37,37,1
290000.0,0,7744,13,44,10396.37,9774.44,5177.58,29,76,2
102000.0,1,7680,15,43,10272.040490000001,10272.04,8400.0,32,72,0
88000.0,1,7439,10,18,16990.71805,16440.08,15000.0,22,22,1
116000.0,1,3194,7,18,26960.75462,26718.8,21500.0,44,76,2
137000.0,1,13195,9,28,3535.79,3535.79,3500.0,7,44,0
110000.0,1,15642,9,23,6724.844929999999,6491.66,6000.0,35,69,0
129996.0,1,13582,10,20,5161.847089,5054.31,4800.0,8,33,0
125000.0,1,13195,8,9,22262.22817,21677.84,20000.0,25,35,2
140000.0,1,11781,13,24,28411.15,28385.78,28000.0,28,28,3
115000.0,1,13195,8,11,4161.9518450000005,4161.95,4000.0,31,31,0
186000.0,1,7221,15,63,4330.540628,4301.28,3700.0,51,76,0
120000.0,1,11605,9,31,16651.62977,16582.33,15000.0,38,69,1
23000.0,1,13195,9,13,5992.167786,5992.17,4850.0,50,50,0
45000.0,1,8304,11,50,5526.66,5526.66,5000.0,58,76,0
84000.0,1,15010,10,19,17459.75711,902.64,14999.99,16,16,1
130000.0,1,5283,13,36,8213.697279,8213.7,7000.0,27,27,0
214992.0,0,13195,9,28,16114.14,16100.78,9075.7,44,76,3
90000.0,1,1116,6,23,11029.76849,10972.32,9600.0,22,76,1
62000.0,1,9798,19,45,11985.90809,11707.89,10200.0,69,69,1
75000.0,1,15530,11,22,22011.517000000003,21804.77,18000.0,35,35,2
56500.0,1,14309,8,10,11924.02858,11804.79,9999.97,22,22,1
70000.0,1,13195,14,26,9753.199351000001,9753.2,8000.0,52,53,0
140000.0,1,13195,20,35,12503.46563,12503.47,10000.0,38,69,1
72000.0,1,11280,5,10,10254.97878,9471.14,9475.0,26,53,1
79700.0,1,13734,6,27,10911.223090000001,10611.16,10000.0,43,43,1
71007.0,1,2342,15,31,31947.37142,31947.37,25000.0,44,72,2
50911.2,1,1852,11,14,12140.21827,12140.22,10000.0,55,55,1
67000.0,1,7490,9,20,7638.527548999999,7041.78,6400.0,34,72,0
60000.0,1,2440,12,23,11484.450009999999,11484.45,8400.0,60,60,0
72500.0,1,11613,7,23,11264.46,11264.46,10000.0,50,50,1
72000.0,1,792,7,17,6718.390244,6718.39,6000.0,47,47,0
70000.0,1,6938,18,24,31695.64006,29161.42,20800.0,57,50,2
64500.0,1,3860,13,18,13684.65596,13570.62,12000.0,13,50,1
91704.0,1,2574,8,33,20887.310019999997,20887.31,15000.0,75,75,1
65500.0,1,13195,9,48,18914.07002,18914.07,14000.0,75,76,1
96000.0,1,8855,5,8,1657.980444,1657.98,1500.0,58,58,0
61000.0,0,6076,9,15,12215.46,10895.14,5721.17,41,38,2
58000.0,1,4804,10,17,11810.09877,11779.34,9600.0,54,69,1
68004.0,1,3532,7,31,34156.80167,34128.34,30000.0,31,24,3
99996.0,1,10361,9,25,15595.680369999998,15189.54,14400.0,13,76,1
125000.0,1,5682,17,32,3725.5971649999997,3725.6,3000.0,44,72,0
92000.0,1,86,11,32,16223.868030000001,16197.87,15600.0,7,51,1
75000.0,1,15566,5,21,9610.460709,9557.07,9000.0,10,10,0
138996.0,1,15567,8,21,24187.03072,7708.45,20000.0,14,14,2
30000.0,1,13195,5,16,6563.711179999999,6563.71,5825.0,44,55,0
163500.0,1,13195,17,35,29835.71641,28881.52,24000.0,47,47,2
37000.0,0,11433,11,30,9111.5,9111.5,4845.58,52,72,1
45000.0,0,13195,6,10,3269.02,3269.02,2011.13,39,70,0
60000.0,1,2385,14,29,13890.3387,13723.65,12500.0,13,13,1
85000.0,1,1328,5,33,11659.200640000001,11659.2,10500.0,55,76,1
50004.0,0,2877,11,22,16759.59,16759.59,9307.68,49,72,1
55000.0,1,14327,11,28,2538.0,2538.0,2500.0,90,60,0
120000.0,0,8436,4,23,38091.15,37659.26,16720.06,68,68,3
73300.0,1,13195,6,19,40095.579939999996,39564.75,30000.0,67,76,3
160000.0,1,15658,5,24,37571.31835,37288.43,31325.0,25,71,3
95000.0,1,7932,13,27,16009.06001,16009.06,13200.0,59,76,1
65000.0,1,7644,19,27,12029.30629,11999.23,10000.0,51,56,1
29120.0,1,6653,8,13,5676.276997,5676.28,5000.0,43,69,0
201000.0,1,4586,5,7,13435.90021,13155.99,12000.0,54,76,1
57600.0,0,13195,6,12,20064.39,20047.75,6790.87,40,42,3
53000.0,1,3144,8,14,7605.26625,7605.27,6850.0,56,48,0
57450.0,1,451,13,31,2438.37466,2438.37,2000.0,52,60,0
95000.0,1,385,11,23,14013.08075,13370.81,12000.0,52,76,1
36188.0,1,15039,6,8,8836.425581,8710.19,7000.0,42,76,0
49600.0,1,8610,12,35,13345.24295,13345.24,12000.0,42,44,1
142500.0,1,13195,14,24,22899.54918,21579.79,18675.0,27,31,2
260000.0,1,12082,7,10,20360.39534,20303.84,18000.0,31,31,2
42000.0,1,14257,12,18,14715.67262,10616.43,14000.0,87,88,1
83604.0,1,13627,5,8,12733.17786,5307.44,11000.0,19,19,1
30636.0,1,13195,8,14,11603.91227,11127.04,10000.0,47,71,1
29004.0,1,13195,6,10,1568.494891,1568.49,1500.0,19,19,0
78000.0,1,1282,13,23,8418.528207,8392.55,8100.0,23,52,0
65000.0,1,9156,6,15,21845.93005,21845.93,15000.0,60,68,1
76160.0,1,13195,9,30,8295.911347,7938.08,7400.0,37,67,0
73000.0,0,4032,6,8,6334.52,5990.3,1350.97,28,32,2
125000.0,1,13195,16,29,13921.17457,13341.13,12000.0,57,76,1
92500.0,1,1139,9,15,18768.706309999998,18768.71,15000.0,26,76,1
103000.0,1,13195,13,31,28442.5845,28407.25,20125.0,53,62,2
46000.0,1,13195,12,33,12393.18149,12393.18,11200.0,35,34,1
150000.0,1,8036,8,26,19219.43756,19219.44,14400.0,47,76,1
120000.0,1,7506,16,38,46746.66616,46746.67,35000.0,47,74,3
65000.0,1,7124,12,13,16497.89946,16497.9,14000.0,49,72,1
